Script started on 2026-04-22 15:20:31+00:00 [COMMAND="cd ~/secure-reliable-file-fransfer && sudo PYTHONPATH=. python3 -u main.py --mode server --config config_phase1.json" TERM="xterm-256color" TTY="/dev/pts/0" COLUMNS="222" LINES="30"]
[SERVER] Listening on 172.31.77.14:50000
[SERVER][DEBUG] accepted ACK 240613
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 240638
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 240662
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 240685
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 240685

[SERVER][DEBUG] accepted ACK 240709
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 240732
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 240756
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 240780
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 240803
[SERVER] retransmitted DATA seq 240803[SERVER][DEBUG] raw packet len=60

[SERVER][DEBUG] accepted ACK 240827
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 240850
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 240874
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 240899
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 240924
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 240924[SERVER][DEBUG] accepted ACK 240949

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 240974
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 240998
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241024
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241048
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 241048

[SERVER][DEBUG] accepted ACK 241073
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241097
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241122
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241146
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241171
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 241171[SERVER][DEBUG] accepted ACK 241195

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241217
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241242
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241266
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241291
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241314
[SERVER] retransmitted DATA seq 241291
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241338
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241362
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241387
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241411
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 241411[SERVER][DEBUG] accepted ACK 241435

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241457
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241483
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241507
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241532
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241556
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241579
[SERVER] retransmitted DATA seq 241556
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241603
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241628
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241652
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241676
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241699
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241723
[SERVER] retransmitted DATA seq 241699
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241747
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241771
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241794
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241817
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241841
[SERVER] retransmitted DATA seq 241841[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241866

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241890
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241914
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241936
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241960
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 241985
[SERVER] retransmitted DATA seq 241960
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242010
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242035
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242058
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242082
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 242082

[SERVER][DEBUG] accepted ACK 242106
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242130
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242154
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242178
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242201
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 242201

[SERVER][DEBUG] accepted ACK 242224
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242248
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242271
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242296
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242320
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 242320

[SERVER][DEBUG] accepted ACK 242344
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242369
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242392
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242416
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242441
[SERVER] retransmitted DATA seq 242441[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242465

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242488
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242512
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242536
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242560
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242584
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242607
[SERVER] retransmitted DATA seq 242584
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242631
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242655
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242680
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242703
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242726
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 242726

[SERVER][DEBUG] accepted ACK 242750
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242775
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242801
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242825
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242849
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 242849
[SERVER][DEBUG] accepted ACK 242869

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242912
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242940
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242964
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 242988
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 242988

[SERVER][DEBUG] accepted ACK 243013
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243038
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243064
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243088
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243110
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 243110

[SERVER][DEBUG] accepted ACK 243135
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243159
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243184
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243210
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243234
[SERVER] retransmitted DATA seq 243234[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243257

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243280
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243306
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243329
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243354
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 243354

[SERVER][DEBUG] accepted ACK 243377
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243401
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243425
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243449
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243474
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 243474[SERVER][DEBUG] accepted ACK 243498

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243522
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243546
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243571
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243596
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 243596

[SERVER][DEBUG] accepted ACK 243621
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243644
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243667
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243692
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243716
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 243716
[SERVER][DEBUG] accepted ACK 243741

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243765
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243788
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243814
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243837
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243862
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 243862

[SERVER][DEBUG] accepted ACK 243884
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243908
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243933
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243957
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 243981
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 243981[SERVER][DEBUG] accepted ACK 244003

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244027
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244051
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244075
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244099
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244122
[SERVER] retransmitted DATA seq 244099
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244147
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244171
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244195
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244219
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 244219

[SERVER][DEBUG] accepted ACK 244241
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244266
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244291
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244315
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244340
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 244340

[SERVER][DEBUG] accepted ACK 244363
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244387
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244412
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244436
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244460
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 244460

[SERVER][DEBUG] accepted ACK 244484
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244507
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244531
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244555
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244580
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 244580

[SERVER][DEBUG] accepted ACK 244604
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244626
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244650
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244675
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244699
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 244699

[SERVER][DEBUG] accepted ACK 244724
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244748
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244772
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244796
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244820
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 244820

[SERVER][DEBUG] accepted ACK 244843
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244867
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244891
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244915
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244939
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 244939

[SERVER][DEBUG] accepted ACK 244963
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 244986
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245011
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245035
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245060
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 245060

[SERVER][DEBUG] accepted ACK 245084
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245106
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245131
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245154
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245180
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 245180

[SERVER][DEBUG] accepted ACK 245204
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245226
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245251
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245275
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245299
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245323
[SERVER] retransmitted DATA seq 245323[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245346

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245370
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245393
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245420
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245444
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245468
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 245468

[SERVER][DEBUG] accepted ACK 245492
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245518
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245543
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245568
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245591
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 245591[SERVER][DEBUG] accepted ACK 245615

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245640
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245666
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245691
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245714
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 245714
[SERVER][DEBUG] accepted ACK 245740

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245764
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245789
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245813
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245837
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 245837[SERVER][DEBUG] accepted ACK 245861

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245887
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245907
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245945
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 245984
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246007
[SERVER] retransmitted DATA seq 245984
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246032
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246055
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246080
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246103
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 246103
[SERVER][DEBUG] accepted ACK 246126

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246150
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246174
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246198
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246222
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 246222[SERVER][DEBUG] accepted ACK 246244

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246268
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246291
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246315
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246338
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246362
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246386
[SERVER] retransmitted DATA seq 246362
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246410
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246435
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246459
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246483
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246506
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246530
[SERVER] retransmitted DATA seq 246506
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246555
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246579
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246603
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246626
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246650
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246674
[SERVER] retransmitted DATA seq 246650
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246697
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246723
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246745
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246770
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 246770

[SERVER][DEBUG] accepted ACK 246793
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246819
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246843
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246866
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246889
[SERVER][DEBUG] raw packet len=60
[SERVER] retransmitted DATA seq 246889[SERVER][DEBUG] accepted ACK 246913

[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246938
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246962
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 246986
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247010
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247032
[SERVER] retransmitted DATA seq 247010
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247056
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247080
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247104
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247129
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247154
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247176
[SERVER] retransmitted DATA seq 247154
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247200
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247225
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247249
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247272
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247296
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247320
[SERVER] retransmitted DATA seq 247296
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247343
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247367
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247391
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247413
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247437
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247460
[SERVER] retransmitted DATA seq 247437
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247486
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247510
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247532
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247555
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247580
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247605
[SERVER] retransmitted DATA seq 247580
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247629
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247652
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247674
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247697
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247723
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247747
[SERVER] retransmitted DATA seq 247723
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247771
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247796
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247819
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247842
[SERVER][DEBUG] raw packet len=60[SERVER] retransmitted DATA seq 247842

[SERVER][DEBUG] accepted ACK 247867
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247891
[SERVER][DEBUG] raw packet len=60
[SERVER][DEBUG] accepted ACK 247915
